source_name,source_dataset,source_file,source_row_number,source_row_sha256,poll_id,question_id,race_id,candidate_id,cycle,pollster_id,pollster_rating_id,state_raw,state,office_type,seat_number,seat_name,stage,start_date,end_date,election_date,created_at,as_of_date,field_period_days,days_before_election,pollster,sponsors,display_name,pollster_name,poll_url,poll_source,population,population_full,methodology,notes,sample_size,numeric_grade,pollscore,transparency_score,candidate_name,answer,party_raw,party,pct,is_democratic,is_republican,is_major_party,is_tracking,is_internal,is_partisan,is_hypothetical,is_nationwide_batch,is_ranked_choice_reallocated,ranked_choice_round,sponsor_candidate,sponsor_candidate_party_raw,sponsor_candidate_party,endorsed_candidate,endorsed_candidate_party_raw,endorsed_candidate_party,has_valid_identifiers,has_valid_dates,has_valid_state,has_valid_percentage,field_period_is_nonnegative,poll_ends_by_election_day,is_ranked_choice_row,is_standard_general_election,race_key,question_key,question_candidate_rows,question_unique_candidates,question_major_party_rows,question_pct_sum,question_has_both_major_parties,question_pct_sum_near_100,source_sponsor_ids,source_pollster_rating_name,source_sponsor_candidate_id,source_endorsed_candidate_id,source_endorsed_candidate_name,source_subpopulation,source_url_article,source_url_topline,source_url_crosstab,validation_invalid_identifiers,validation_invalid_dates,validation_invalid_state,validation_invalid_percentage,validation_negative_field_period,validation_duplicate_question_candidate_key,validation_exact_duplicate_row,validation_missing_election_date,validation_poll_after_election_day
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,9275,47b834f297eaff998082f1a8f2bb60f68ca3551ab88bd00f8672a5ad88c863ea,52654,86917,124,11147,2018,390,258,Virginia,VA,U.S. Senate,0,Class I,general,2017-09-05,2017-09-12,2018-11-06,2018-09-14,2017-09-12,7,420,PSRAI,University of Mary Washington CLMS,Princeton Survey Research Associates International,,http://www.umw.edu/news/wp-content/uploads/sites/7/2017/09/UMW-VA-Survey-2017_Third-Topline-0920.pdf,538,lv,lv,Live Phone,corresponding LVs,562.0,,-0.4,3.0,Corey Stewart,Stewart,REP,R,39.0,False,True,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,52654-86917,2,2,2,93.0,True,True,682,Princeton Survey Research Associates International,,,,,,http://www.umw.edu/news/wp-content/uploads/sites/7/2017/09/UMW-VA-Survey-2017_Third-Topline-0920.pdf,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,9206,897b475079f785e255f14f1035b7de2bbe7b773b1465d7eb344b5da14ef5e9e6,52653,83194,124,11146,2018,94,50,Virginia,VA,U.S. Senate,0,Class I,general,2018-02-05,2018-02-28,2018-11-06,2018-06-22,2018-02-28,23,251,Christopher Newport U.,,Christopher Newport University Wason Center for Civic Leadership,,http://wasoncenter.cnu.edu/wp-content/uploads/2018/03/March-5-Report-Final-2.pdf,538,rv,rv,,,1562.0,2.8,-0.6,,Timothy Michael Kaine,Kaine,DEM,D,56.0,True,False,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,52653-83194,2,2,2,88.0,True,False,,Christopher Newport University Wason Center for Civic Leadership,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,9207,66e2ac9cb6d338fc1098a4447b065baf9b43bba9cd5eaa351cddc9fd8d783b07,52653,83194,124,11147,2018,94,50,Virginia,VA,U.S. Senate,0,Class I,general,2018-02-05,2018-02-28,2018-11-06,2018-06-22,2018-02-28,23,251,Christopher Newport U.,,Christopher Newport University Wason Center for Civic Leadership,,http://wasoncenter.cnu.edu/wp-content/uploads/2018/03/March-5-Report-Final-2.pdf,538,rv,rv,,,1562.0,2.8,-0.6,,Corey Stewart,Stewart,REP,R,32.0,False,True,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,52653-83194,2,2,2,88.0,True,False,,Christopher Newport University Wason Center for Civic Leadership,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,9052,6a9739a65807b84f7cc80b4324423351aaf981c00d36f9c4de850e169968a0d1,52652,83193,124,11146,2018,415,292,Virginia,VA,U.S. Senate,0,Class I,general,2018-05-20,2018-05-30,2018-11-06,2018-06-22,2018-05-30,10,160,Roanoke College,,Roanoke College Institute for Policy and Opinion Research,,https://www.roanoke.edu/Documents/rcpoll/2018%20May%20politics%20Topline.pdf,538,rv,rv,,,555.0,2.6,-0.4,,Timothy Michael Kaine,Kaine,DEM,D,44.0,True,False,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,52652-83193,2,2,2,77.0,True,False,,Roanoke College Institute for Policy and Opinion Research,,,,,,https://www.roanoke.edu/Documents/rcpoll/2018%20May%20politics%20Topline.pdf,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,9053,6b86cbaeacbecce1239a3946cab5ca8bbf45e7e4f73057d57919a3520e817c8a,52652,83193,124,11147,2018,415,292,Virginia,VA,U.S. Senate,0,Class I,general,2018-05-20,2018-05-30,2018-11-06,2018-06-22,2018-05-30,10,160,Roanoke College,,Roanoke College Institute for Policy and Opinion Research,,https://www.roanoke.edu/Documents/rcpoll/2018%20May%20politics%20Topline.pdf,538,rv,rv,,,555.0,2.6,-0.4,,Corey Stewart,Stewart,REP,R,33.0,False,True,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,52652-83193,2,2,2,77.0,True,False,,Roanoke College Institute for Policy and Opinion Research,,,,,,https://www.roanoke.edu/Documents/rcpoll/2018%20May%20politics%20Topline.pdf,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8948,fcfff32f7d734b23758ba81ebce2b305d4ccf59609b859799e2a0a6bf625f1ab,52718,83293,124,11146,2018,396,267,Virginia,VA,U.S. Senate,0,Class I,general,2018-06-21,2018-06-25,2018-11-06,2018-06-27,2018-06-25,4,134,Quinnipiac,,Quinnipiac University,,https://poll.qu.edu/poll-release-legacy?releaseid=2552,538,rv,rv,Live Phone,,1153.0,2.8,-0.5,,Timothy Michael Kaine,Kaine,DEM,D,54.0,True,False,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,52718-83293,2,2,2,90.0,True,True,,Quinnipiac University,,,,,,,https://poll.qu.edu/poll-release-legacy?releaseid=2552,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8949,a4e3558c0f358d91a3a639d7dd03890a65042737c98bc019778cf5ef4065ef70,52718,83293,124,11147,2018,396,267,Virginia,VA,U.S. Senate,0,Class I,general,2018-06-21,2018-06-25,2018-11-06,2018-06-27,2018-06-25,4,134,Quinnipiac,,Quinnipiac University,,https://poll.qu.edu/poll-release-legacy?releaseid=2552,538,rv,rv,Live Phone,,1153.0,2.8,-0.5,,Corey Stewart,Stewart,REP,R,36.0,False,True,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,52718-83293,2,2,2,90.0,True,True,,Quinnipiac University,,,,,,,https://poll.qu.edu/poll-release-legacy?releaseid=2552,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8681,d599c92e0a96bdd143494f8013fb07660d2946b1e7873f1a4043d5f99db1563b,53542,85916,124,11146,2018,534,370,Virginia,VA,U.S. Senate,0,Class I,general,2018-07-10,2018-07-30,2018-11-06,2018-08-08,2018-07-30,20,99,Virginia Commonwealth U.,,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,,https://drive.google.com/file/d/1KdZosFKBCMeKuYO-bdYSoRrqfegsgg_h/view,538,lv,lv,,,747.0,2.1,-0.1,,Timothy Michael Kaine,Kaine,DEM,D,49.0,True,False,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,53542-85916,3,3,2,80.0,True,False,,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8683,8ab11c7ce07584196d20ce6a3cc04a4682d2d67031e82a311052af6331854910,53542,85916,124,11392,2018,534,370,Virginia,VA,U.S. Senate,0,Class I,general,2018-07-10,2018-07-30,2018-11-06,2018-08-08,2018-07-30,20,99,Virginia Commonwealth U.,,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,,https://drive.google.com/file/d/1KdZosFKBCMeKuYO-bdYSoRrqfegsgg_h/view,538,lv,lv,,,747.0,2.1,-0.1,,Matt J. Waters,Waters,LIB,L,5.0,False,False,False,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,53542-85916,3,3,2,80.0,True,False,,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8682,c2446a2adda6455ddde1b0f2333053c96fe161d409158728bade97e99d16410b,53542,85916,124,11147,2018,534,370,Virginia,VA,U.S. Senate,0,Class I,general,2018-07-10,2018-07-30,2018-11-06,2018-08-08,2018-07-30,20,99,Virginia Commonwealth U.,,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,,https://drive.google.com/file/d/1KdZosFKBCMeKuYO-bdYSoRrqfegsgg_h/view,538,lv,lv,,,747.0,2.1,-0.1,,Corey Stewart,Stewart,REP,R,26.0,False,True,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,53542-85916,3,3,2,80.0,True,False,,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8605,3fb775d026e695077431899d6a725fa59b3ac1c8d59ecbf490784f2cf03b92c2,53764,86313,124,11146,2018,415,292,Virginia,VA,U.S. Senate,0,Class I,general,2018-08-12,2018-08-19,2018-11-06,2018-08-23,2018-08-19,7,79,Roanoke College,,Roanoke College Institute for Policy and Opinion Research,,https://www.roanoke.edu/about/news/rc_poll_news_politics_aug_2018,538,lv,lv,Live Phone,,512.0,2.6,-0.4,,Timothy Michael Kaine,Kaine,DEM,D,51.0,True,False,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,53764-86313,3,3,2,89.0,True,False,,Roanoke College Institute for Policy and Opinion Research,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8607,32b1239bb3472008145ec5669c09db463ca09515d639f49f549b5c75df70471c,53764,86313,124,11392,2018,415,292,Virginia,VA,U.S. Senate,0,Class I,general,2018-08-12,2018-08-19,2018-11-06,2018-08-23,2018-08-19,7,79,Roanoke College,,Roanoke College Institute for Policy and Opinion Research,,https://www.roanoke.edu/about/news/rc_poll_news_politics_aug_2018,538,lv,lv,Live Phone,,512.0,2.6,-0.4,,Matt J. Waters,Waters,LIB,L,4.0,False,False,False,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,53764-86313,3,3,2,89.0,True,False,,Roanoke College Institute for Policy and Opinion Research,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8606,52bbf61e92b47cebccc4f0c79f9397491ba0a6f2862b2c6ea23aa955504451c7,53764,86313,124,11147,2018,415,292,Virginia,VA,U.S. Senate,0,Class I,general,2018-08-12,2018-08-19,2018-11-06,2018-08-23,2018-08-19,7,79,Roanoke College,,Roanoke College Institute for Policy and Opinion Research,,https://www.roanoke.edu/about/news/rc_poll_news_politics_aug_2018,538,lv,lv,Live Phone,,512.0,2.6,-0.4,,Corey Stewart,Stewart,REP,R,34.0,False,True,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,53764-86313,3,3,2,89.0,True,False,,Roanoke College Institute for Policy and Opinion Research,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8579,a10a1378243dec9f217cfbb3d4180d70f0e1e94c74c13af9dd9828f67d29677e,53870,86632,124,11146,2018,1347,67,Virginia,VA,U.S. Senate,0,Class I,general,2018-08-22,2018-08-24,2018-11-06,2018-09-06,2018-08-24,2,74,Cygnal,Poolhouse,Cygnal,,https://mailchi.mp/d742aca54d43/poolhouse-and-cygnal-release-virginia-statewide-poll?e=06a69c7d62,538,lv,lv,IVR,,1119.0,2.1,-1.1,,Timothy Michael Kaine,Kaine,DEM,D,50.2,True,False,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,53870-86632,2,2,2,95.9,True,True,992,Cygnal,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8580,eb9b7d691f5bfbe5988f12ae731e5a7014bc60d06083a9d00b72a10c08f73155,53870,86632,124,11147,2018,1347,67,Virginia,VA,U.S. Senate,0,Class I,general,2018-08-22,2018-08-24,2018-11-06,2018-09-06,2018-08-24,2,74,Cygnal,Poolhouse,Cygnal,,https://mailchi.mp/d742aca54d43/poolhouse-and-cygnal-release-virginia-statewide-poll?e=06a69c7d62,538,lv,lv,IVR,,1119.0,2.1,-1.1,,Corey Stewart,Stewart,REP,R,45.7,False,True,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,53870-86632,2,2,2,95.9,True,True,992,Cygnal,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8483,f7c5feb8a43e95267e4cb940709277a4044ef62c63ab8773b58d074401a779a1,54070,87224,124,11146,2018,1361,297,Virginia,VA,U.S. Senate,0,Class I,general,2018-09-04,2018-09-09,2018-11-06,2018-09-18,2018-09-09,5,58,SSRS,University of Mary Washington CLMS,SSRS,,https://www.umw.edu/news/2018/09/18/kaine-leads-in-umw-statewide-survey/,538,rv,rv,Live Phone,,704.0,2.4,-0.2,5.0,Timothy Michael Kaine,Kaine,DEM,D,51.0,True,False,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,54070-87224,3,3,2,89.0,True,False,682,SSRS,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8485,1fdaef14014638611ba04941a67c4c80e1c6aa090a471ecb37b151e90e8b54db,54070,87224,124,11392,2018,1361,297,Virginia,VA,U.S. Senate,0,Class I,general,2018-09-04,2018-09-09,2018-11-06,2018-09-18,2018-09-09,5,58,SSRS,University of Mary Washington CLMS,SSRS,,https://www.umw.edu/news/2018/09/18/kaine-leads-in-umw-statewide-survey/,538,rv,rv,Live Phone,,704.0,2.4,-0.2,5.0,Matt J. Waters,Waters,LIB,L,5.0,False,False,False,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,54070-87224,3,3,2,89.0,True,False,682,SSRS,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8484,da76ce74d3b777a8b7cc50e71e144601c433c394fc2ffe088fea17ef0c92740a,54070,87224,124,11147,2018,1361,297,Virginia,VA,U.S. Senate,0,Class I,general,2018-09-04,2018-09-09,2018-11-06,2018-09-18,2018-09-09,5,58,SSRS,University of Mary Washington CLMS,SSRS,,https://www.umw.edu/news/2018/09/18/kaine-leads-in-umw-statewide-survey/,538,rv,rv,Live Phone,,704.0,2.4,-0.2,5.0,Corey Stewart,Stewart,REP,R,33.0,False,True,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,54070-87224,3,3,2,89.0,True,False,682,SSRS,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8486,2625c0da74d9dbfddb0f6bbf43525e83753aebeeb8ef3cf3516caed2c0dae60c,54070,87225,124,11146,2018,1361,297,Virginia,VA,U.S. Senate,0,Class I,general,2018-09-04,2018-09-09,2018-11-06,2018-09-18,2018-09-09,5,58,SSRS,University of Mary Washington CLMS,SSRS,,https://www.umw.edu/news/2018/09/18/kaine-leads-in-umw-statewide-survey/,538,lv,lv,Live Phone,,512.0,2.4,-0.2,5.0,Timothy Michael Kaine,Kaine,DEM,D,52.0,True,False,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,54070-87225,3,3,2,93.0,True,True,682,SSRS,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8488,6cc230215654269c580fc77251576cfc03f21940a816b238e35f7e05a4249c8c,54070,87225,124,11392,2018,1361,297,Virginia,VA,U.S. Senate,0,Class I,general,2018-09-04,2018-09-09,2018-11-06,2018-09-18,2018-09-09,5,58,SSRS,University of Mary Washington CLMS,SSRS,,https://www.umw.edu/news/2018/09/18/kaine-leads-in-umw-statewide-survey/,538,lv,lv,Live Phone,,512.0,2.4,-0.2,5.0,Matt J. Waters,Waters,LIB,L,5.0,False,False,False,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,54070-87225,3,3,2,93.0,True,True,682,SSRS,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8487,d599d0c760000da14d0ab41d56aeb091b6cb572533ada65d0fcd1bdcbca79067,54070,87225,124,11147,2018,1361,297,Virginia,VA,U.S. Senate,0,Class I,general,2018-09-04,2018-09-09,2018-11-06,2018-09-18,2018-09-09,5,58,SSRS,University of Mary Washington CLMS,SSRS,,https://www.umw.edu/news/2018/09/18/kaine-leads-in-umw-statewide-survey/,538,lv,lv,Live Phone,,512.0,2.4,-0.2,5.0,Corey Stewart,Stewart,REP,R,36.0,False,True,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,54070-87225,3,3,2,93.0,True,True,682,SSRS,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8489,58af4cc5c4a037c64f364570d28cc1148e0cb6483735cfc8fbbd12e2641ec1c5,54070,87226,124,11146,2018,1361,297,Virginia,VA,U.S. Senate,0,Class I,general,2018-09-04,2018-09-09,2018-11-06,2018-09-18,2018-09-09,5,58,SSRS,University of Mary Washington CLMS,SSRS,,https://www.umw.edu/news/2018/09/18/kaine-leads-in-umw-statewide-survey/,538,a,a,Live Phone,,801.0,2.4,-0.2,5.0,Timothy Michael Kaine,Kaine,DEM,D,49.0,True,False,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,54070-87226,2,2,2,79.0,True,False,682,SSRS,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8490,d76b871458549fc73d54b111081dfa66f4b4282dde2424d0a79b5bd194701bfc,54070,87226,124,11147,2018,1361,297,Virginia,VA,U.S. Senate,0,Class I,general,2018-09-04,2018-09-09,2018-11-06,2018-09-18,2018-09-09,5,58,SSRS,University of Mary Washington CLMS,SSRS,,https://www.umw.edu/news/2018/09/18/kaine-leads-in-umw-statewide-survey/,538,a,a,Live Phone,,801.0,2.4,-0.2,5.0,Corey Stewart,Stewart,REP,R,30.0,False,True,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VA-124,54070-87226,2,2,2,79.0,True,False,682,SSRS,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8224,e8d4f184bd1932a80143413e2f413781ebf868717d46f343abca3ca73b936226,55954,89814,123,13180,2018,495,340,Vermont,VT,U.S. Senate,0,Class I,general,2018-09-23,2018-09-26,2018-11-06,2018-10-03,2018-09-26,3,41,Tulchin Research,Vermont Democratic Party,Tulchin Research,,http://www.vtdemocrats.org/press-releases/polling-suggests-narrow-race-governor-one-month-out,538,lv,lv,Live Phone/Online Opt-In Panel,,406.0,0.9,0.3,1.0,Bernie Sanders,Sanders,IND,I,75.0,False,False,False,,True,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VT-123,55954-89814,2,2,1,95.0,False,True,1064,Tulchin Research,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8223,53a0344d19f0cfc3a1b9a593f224cb80e6a1e98872eaf6c13a28b70b3b8e13f2,55954,89814,123,13179,2018,495,340,Vermont,VT,U.S. Senate,0,Class I,general,2018-09-23,2018-09-26,2018-11-06,2018-10-03,2018-09-26,3,41,Tulchin Research,Vermont Democratic Party,Tulchin Research,,http://www.vtdemocrats.org/press-releases/polling-suggests-narrow-race-governor-one-month-out,538,lv,lv,Live Phone/Online Opt-In Panel,,406.0,0.9,0.3,1.0,Lawrence Zupan,Zupan,REP,R,20.0,False,True,True,,True,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VT-123,55954-89814,2,2,1,95.0,False,True,1064,Tulchin Research,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,7955,f4b20b10f676906c89396d0402029237e6f9fa924b805e32195f477958632218,56339,90575,123,13180,2018,67,33,Vermont,VT,U.S. Senate,0,Class I,general,2018-10-05,2018-10-14,2018-11-06,2018-10-22,2018-10-14,9,23,Braun,Vermont Public Radio | Vermont PBS,Braun Research,,http://projects.vpr.net/vpr-vermont-pbs-poll,538,lv,lv,Live Phone,"Kane and Peacock with 1% each, Adeluola and Svitavsky with 0% each",495.0,2.3,-0.3,10.0,Bernie Sanders,Sanders,IND,I,60.0,False,False,False,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VT-123,56339-90575,7,7,1,84.0,False,False,"475,1094",Braun Research,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,7956,aba51a207f4cf56f31b7688ac0023fbd597737bbd9d062965ffa929744e41b0a,56339,90575,123,13216,2018,67,33,Vermont,VT,U.S. Senate,0,Class I,general,2018-10-05,2018-10-14,2018-11-06,2018-10-22,2018-10-14,9,23,Braun,Vermont Public Radio | Vermont PBS,Braun Research,,http://projects.vpr.net/vpr-vermont-pbs-poll,538,lv,lv,Live Phone,"Kane and Peacock with 1% each, Adeluola and Svitavsky with 0% each",495.0,2.3,-0.3,10.0,Russell Beste,Beste,IND,I,1.0,False,False,False,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VT-123,56339-90575,7,7,1,84.0,False,False,"475,1094",Braun Research,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,7957,d25de1a70c7cb9fa6d9009f1e382de1cdc5fc544ffd6b0c0fb23bc65dc2f2116,56339,90575,123,13217,2018,67,33,Vermont,VT,U.S. Senate,0,Class I,general,2018-10-05,2018-10-14,2018-11-06,2018-10-22,2018-10-14,9,23,Braun,Vermont Public Radio | Vermont PBS,Braun Research,,http://projects.vpr.net/vpr-vermont-pbs-poll,538,lv,lv,Live Phone,"Kane and Peacock with 1% each, Adeluola and Svitavsky with 0% each",495.0,2.3,-0.3,10.0,Bruce Busa,Busa,IND,I,1.0,False,False,False,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VT-123,56339-90575,7,7,1,84.0,False,False,"475,1094",Braun Research,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,7958,f534ff3337a730e126c279ff8da3ffd9cc1ff670fe1fe2d75490aab37e17c0ed,56339,90575,123,16124,2018,67,33,Vermont,VT,U.S. Senate,0,Class I,general,2018-10-05,2018-10-14,2018-11-06,2018-10-22,2018-10-14,9,23,Braun,Vermont Public Radio | Vermont PBS,Braun Research,,http://projects.vpr.net/vpr-vermont-pbs-poll,538,lv,lv,Live Phone,"Kane and Peacock with 1% each, Adeluola and Svitavsky with 0% each",495.0,2.3,-0.3,10.0,Brad J. Peacock,Peacock,IND,I,1.0,False,False,False,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VT-123,56339-90575,7,7,1,84.0,False,False,"475,1094",Braun Research,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,7959,2b347235a2338eb7a8b78b1052090c170e60d7e6adcc9f530e62caee6f27a234,56339,90575,123,16125,2018,67,33,Vermont,VT,U.S. Senate,0,Class I,general,2018-10-05,2018-10-14,2018-11-06,2018-10-22,2018-10-14,9,23,Braun,Vermont Public Radio | Vermont PBS,Braun Research,,http://projects.vpr.net/vpr-vermont-pbs-poll,538,lv,lv,Live Phone,"Kane and Peacock with 1% each, Adeluola and Svitavsky with 0% each",495.0,2.3,-0.3,10.0,Edward S. Gilbert,Gilbert,IND,I,1.0,False,False,False,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VT-123,56339-90575,7,7,1,84.0,False,False,"475,1094",Braun Research,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,7960,8812294e60c4fc1a37e2f9c80555ebbe51c5aaf463134994ccdf03a3c2e50e93,56339,90575,123,16126,2018,67,33,Vermont,VT,U.S. Senate,0,Class I,general,2018-10-05,2018-10-14,2018-11-06,2018-10-22,2018-10-14,9,23,Braun,Vermont Public Radio | Vermont PBS,Braun Research,,http://projects.vpr.net/vpr-vermont-pbs-poll,538,lv,lv,Live Phone,"Kane and Peacock with 1% each, Adeluola and Svitavsky with 0% each",495.0,2.3,-0.3,10.0,Reid Kane,Kane,LBU,LBU,1.0,False,False,False,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VT-123,56339-90575,7,7,1,84.0,False,False,"475,1094",Braun Research,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,7954,4a7bc46cf26979bc6e693bd277810ab8a541e68103881636bcf56093c7d4e6b1,56339,90575,123,13179,2018,67,33,Vermont,VT,U.S. Senate,0,Class I,general,2018-10-05,2018-10-14,2018-11-06,2018-10-22,2018-10-14,9,23,Braun,Vermont Public Radio | Vermont PBS,Braun Research,,http://projects.vpr.net/vpr-vermont-pbs-poll,538,lv,lv,Live Phone,"Kane and Peacock with 1% each, Adeluola and Svitavsky with 0% each",495.0,2.3,-0.3,10.0,Lawrence Zupan,Zupan,REP,R,19.0,False,True,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VT-123,56339-90575,7,7,1,84.0,False,False,"475,1094",Braun Research,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,7449,2cae1ecc644985ee3f8f6addf6b8576fa2b5fc90cf687d556bb928029cec9afb,56663,91260,123,13180,2018,801,124,Vermont,VT,U.S. Senate,0,Class I,general,2018-10-30,2018-11-01,2018-11-06,2018-11-02,2018-11-01,2,5,Gravis Marketing (2020 and earlier),,Gravis Marketing,,https://www.realclearpolitics.com/docs/Vermont_November_1_2018.pdf,538,lv,lv,IVR/Online Opt-In Panel,,885.0,2.0,-0.9,4.0,Bernie Sanders,Sanders,IND,I,66.0,False,False,False,,False,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-VT-123,56663-91260,2,2,1,96.0,False,True,,Kaplan Strategies,,,,,,,,False,False,False,False,False,False,False,False,False
