race_id,cycle,election_date,state,state_name,senate_class,seat_id,election_type,special_election,actual_margin_dem,winner_party,presidential_result_year,presidential_margin_dem,senate_overperformance_dem,model_incumbent_name,model_incumbent_party,model_incumbent_running,model_open_seat,incumbent_party_dem,incumbent_running_indicator,open_seat_indicator,major_party_contested,backtest_scorable,backtest_exclusion_reason,presidential_baseline_available,historical_baseline_scorable,baseline_method,lookahead_protection,baseline_validation_status,president,president_party,president_party_dem,midterm_indicator,generic_ballot_dem,generic_ballot_gop,generic_ballot_margin_dem,generic_ballot_components_available,presidential_approval,presidential_disapproval,approval_net,presidential_approval_centered,approval_net_dem_oriented,approval_centered_dem_oriented,approval_poll_start,approval_poll_end,approval_observation_pre_election,generic_ballot_source,approval_source,national_environment_source_status,national_environment_notes,national_environment_scorable,national_environment_validation_status,national_environment_matched,historical_fundamentals_scorable,fundamentals_exclusion_reason
2014_ME,2014,2014-11-04,ME,Maine,2,ME_CLASS_2,regular,False,-36.97684009679358,R,2012,15.71984278715422,-52.6966828839478,Susan M. Collins,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2014_MI,2014,2014-11-04,MI,Michigan,2,MI_CLASS_2,regular,False,13.847021920547816,D,2012,9.601064142355751,4.245957778192064,Carl Levin,D,False,True,0.0,0,1,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2014_MN,2014,2014-11-04,MN,Minnesota,2,MN_CLASS_2,regular,False,10.663790458498127,D,2012,7.882452923396386,2.7813375351017413,Al Franken,D,True,False,1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2014_MS,2014,2014-11-04,MS,Mississippi,2,MS_CLASS_2,regular,False,-22.50161833247023,R,2012,-11.60379839757556,-10.89781993489467,Thad Cochran,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2014_MT,2014,2014-11-04,MT,Montana,2,MT_CLASS_2,regular,False,-18.106180556131235,R,2012,-14.068463727762918,-4.037716828368318,John E. Walsh,D,False,True,0.0,0,1,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2014_NC,2014,2014-11-04,NC,North Carolina,2,NC_CLASS_2,regular,False,-1.6283279362778558,R,2012,-2.0680698060100013,0.4397418697321456,Kay R. Hagan,D,True,False,1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2014_NE,2014,2014-11-04,NE,Nebraska,2,NE_CLASS_2,regular,False,-34.283832564319965,R,2012,-22.25878053645073,-12.025052027869236,Mike Johanns,R,False,True,0.0,0,1,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2014_NH,2014,2014-11-04,NH,New Hampshire,2,NH_CLASS_2,regular,False,3.255085493010725,D,2012,5.667503956516214,-2.412418463505489,Jeanne Shaheen,D,True,False,1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2014_NJ,2014,2014-11-04,NJ,New Jersey,2,NJ_CLASS_2,regular,False,13.76275567892334,D,2012,17.90393110117155,-4.141175422248212,Cory A. Booker,D,True,False,1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2014_NM,2014,2014-11-04,NM,New Mexico,2,NM_CLASS_2,regular,False,11.11762035747401,D,2012,10.590409293817387,0.5272110636566225,Tom Udall,D,True,False,1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2014_OK_REGULAR,2014,2014-11-04,OK,Oklahoma,2,OK_CLASS_2,regular,False,-40.86688126914103,R,2012,-33.54463948603311,-7.32224178310792,James M. Inhofe,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2014_OK_SPECIAL,2014,2014-11-04,OK,Oklahoma,3,OK_CLASS_3,special,True,-40.13951001666823,R,2012,-33.54463948603311,-6.59487053063512,Tom Coburn,R,False,True,0.0,0,1,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2014_OR,2014,2014-11-04,OR,Oregon,2,OR_CLASS_2,regular,False,20.370419629609927,D,2012,12.542334357494768,7.828085272115159,Jeff Merkley,D,True,False,1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2014_RI,2014,2014-11-04,RI,Rhode Island,2,RI_CLASS_2,regular,False,41.40580795867984,D,2012,28.033491957764248,13.372316000915587,Jack Reed,D,True,False,1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2014_SC_REGULAR,2014,2014-11-04,SC,South Carolina,2,SC_CLASS_2,regular,False,-16.640291747625824,R,2012,-10.616509409130742,-6.0237823384950815,Lindsey Graham,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2014_SC_SPECIAL,2014,2014-11-04,SC,South Carolina,3,SC_CLASS_3,special,True,-24.46026374139339,R,2012,-10.616509409130742,-13.843754332262648,Tim Scott,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2014_SD,2014,2014-11-04,SD,South Dakota,2,SD_CLASS_2,regular,False,-26.113702245101862,R,2012,-18.436998276390483,-7.676703968711379,Tim Johnson,D,False,True,0.0,0,1,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2014_TN,2014,2014-11-04,TN,Tennessee,2,TN_CLASS_2,regular,False,-32.00774883825659,R,2012,-20.7021430525881,-11.30560578566849,Lamar Alexander,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2014_TX,2014,2014-11-04,TX,Texas,2,TX_CLASS_2,regular,False,-28.350913831561822,R,2012,-16.015794430212765,-12.335119401349058,John Cornyn,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2014_VA,2014,2014-11-04,VA,Virginia,2,VA_CLASS_2,regular,False,0.8324071060998648,D,2012,3.9347533775289634,-3.1023462714290986,Mark R. Warner,D,True,False,1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2014_WV,2014,2014-11-04,WV,West Virginia,2,WV_CLASS_2,regular,False,-28.63206901273449,R,2012,-27.348595264085475,-1.2834737486490155,"John D. Rockefeller, IV",D,False,True,0.0,0,1,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2014_WY,2014,2014-11-04,WY,Wyoming,2,WY_CLASS_2,regular,False,-61.07227806083574,R,2012,-42.32126802304285,-18.751010037792895,Michael B. Enzi,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,1,43.2,45.6,-2.4,True,42.0,53.0,-11.0,-8.0,-11.0,-8.0,2014-10-27,2014-11-02,True,RealClearPolitics final 2014 generic congressional ballot average,Gallup presidential job approval,verified,Final archived RCP endpoint and final fully pre-election Gallup weekly observation,True,PASSED,True,True,
2016_AK,2016,2016-11-08,AK,Alaska,3,AK_CLASS_3,regular,False,-58.47409506220282,R,2012,-14.63058096312075,-43.84351409908207,Lisa Murkowski,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_AL,2016,2016-11-08,AL,Alabama,3,AL_CLASS_3,regular,False,-28.14048093566937,R,2012,-22.432457066875415,-5.708023868793955,Richard C. Shelby,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_AR,2016,2016-11-08,AR,Arkansas,3,AR_CLASS_3,regular,False,-24.598667778419824,R,2012,-24.30881070245924,-0.2898570759605832,John Boozman,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_AZ,2016,2016-11-08,AZ,Arizona,3,AZ_CLASS_3,regular,False,-13.721830302462408,R,2012,-9.226760447406376,-4.495069855056032,John McCain,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_CA,2016,2016-11-08,CA,California,3,CA_CLASS_3,regular,False,100.0,D,2012,23.74562232659325,76.25437767340675,Barbara Boxer,D,False,True,0.0,0,1,False,False,Top-two election,True,False,most_recent_completed_presidential_election,True,not_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,False,backtest_not_scorable
2016_CO,2016,2016-11-08,CO,Colorado,3,CO_CLASS_3,regular,False,6.008906322746697,D,2012,5.495976628405032,0.5129296943416648,Michael F. Bennet,D,True,False,1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_CT,2016,2016-11-08,CT,Connecticut,3,CT_CLASS_3,regular,False,29.211732267578704,D,2012,17.54515495381419,11.666577313764511,Richard Blumenthal,D,True,False,1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_FL,2016,2016-11-08,FL,Florida,3,FL_CLASS_3,regular,False,-7.961156507461695,R,2012,0.8845042787324644,-8.84566078619416,Marco Rubio,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_GA,2016,2016-11-08,GA,Georgia,3,GA_CLASS_3,regular,False,-14.35083409806154,R,2012,-7.913298196113445,-6.437535901948095,Johnny Isakson,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_HI,2016,2016-11-08,HI,Hawaii,3,HI_CLASS_3,regular,False,53.58728838818104,D,2012,43.40769700214883,10.179591386032207,Brian Schatz,D,True,False,1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_IA,2016,2016-11-08,IA,Iowa,3,IA_CLASS_3,regular,False,-25.52053011012785,R,2012,5.918703856200352,-31.439233966328203,Chuck Grassley,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_ID,2016,2016-11-08,ID,Idaho,3,ID_CLASS_3,regular,False,-40.919804288946835,R,2012,-32.84277368715067,-8.077030601796167,Mike Crapo,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_IL,2016,2016-11-08,IL,Illinois,3,IL_CLASS_3,regular,False,15.935102754485117,D,2012,17.155046784233818,-1.2199440297487012,Mark Kirk,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_IN,2016,2016-11-08,IN,Indiana,3,IN_CLASS_3,regular,False,-10.261338057669208,R,2012,-10.400749194654608,0.1394111369853998,Daniel Coats,R,False,True,0.0,0,1,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_KS,2016,2016-11-08,KS,Kansas,3,KS_CLASS_3,regular,False,-31.70856277582555,R,2012,-22.22665349050611,-9.48190928531944,Jerry Moran,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_KY,2016,2016-11-08,KY,Kentucky,3,KY_CLASS_3,regular,False,-14.549104429230924,R,2012,-23.08554478760982,8.536440358378895,Rand Paul,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_LA,2016,2016-11-08,LA,Louisiana,3,LA_CLASS_3,regular,False,-21.30922040210089,R,2012,-17.49365122822796,-3.8155691738729303,David Vitter,R,False,True,0.0,0,1,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_MD,2016,2016-11-08,MD,Maryland,3,MD_CLASS_3,regular,False,26.11051851041458,D,2012,26.64345157381196,-0.5329330633973797,Barbara A. Mikulski,D,False,True,0.0,0,1,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_MO,2016,2016-11-08,MO,Missouri,3,MO_CLASS_3,regular,False,-2.921537575905546,R,2012,-9.557333506759946,6.6357959308544,Roy Blunt,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_NC,2016,2016-11-08,NC,North Carolina,3,NC_CLASS_3,regular,False,-5.907120107897768,R,2012,-2.0680698060100013,-3.839050301887766,Richard Burr,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_ND,2016,2016-11-08,ND,North Dakota,3,ND_CLASS_3,regular,False,-64.44460759121944,R,2012,-20.222416577823452,-44.222191013395985,John Hoeven,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_NH,2016,2016-11-08,NH,New Hampshire,3,NH_CLASS_3,regular,False,0.1435870791394933,D,2012,5.667503956516214,-5.52391687737672,Kelly Ayotte,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_NV,2016,2016-11-08,NV,Nevada,3,NV_CLASS_3,regular,False,2.646319389070399,D,2012,6.815084326693068,-4.168764937622669,Harry Reid,D,False,True,0.0,0,1,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_NY,2016,2016-11-08,NY,New York,3,NY_CLASS_3,regular,False,44.42624578533713,D,2012,32.08538974055478,12.340856044782347,Charles E. Schumer,D,True,False,1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_OH,2016,2016-11-08,OH,Ohio,3,OH_CLASS_3,regular,False,-21.926780992967423,R,2012,3.0281135384989852,-24.954894531466408,Rob Portman,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_OK,2016,2016-11-08,OK,Oklahoma,3,OK_CLASS_3,regular,False,-46.751914829634586,R,2012,-33.54463948603311,-13.207275343601474,James Lankford,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_OR,2016,2016-11-08,OR,Oregon,3,OR_CLASS_3,regular,False,25.851642016256463,D,2012,12.542334357494768,13.309307658761696,Ron Wyden,D,True,False,1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
2016_PA,2016,2016-11-08,PA,Pennsylvania,3,PA_CLASS_3,regular,False,-1.490360364975828,R,2012,5.463868003783659,-6.9542283687594875,Patrick J. Toomey,R,True,False,-1.0,1,0,True,True,,True,True,most_recent_completed_presidential_election,True,validated_scorable,Barack Obama,D,1.0,0,46.0,45.4,0.6,True,53.0,45.0,8.0,3.0,8.0,3.0,2016-10-31,2016-11-06,True,RealClearPolitics final 2016 generic congressional ballot average,Gallup presidential job approval,verified,Final pre-election RCP and Gallup observations,True,PASSED,True,True,
