state,dem_candidate,gop_candidate,current_holder,polling_margin_dem,fundamentals_margin_dem,elasticity,state_elasticity,dem_win_counts_for_seat_change,race_tier,notes,tier_error_multiplier,polling_active,candidate_status_as_of,poll_count,latest_poll_end_date,avg_poll_age_days,election_system,rcv_enabled,rcv_transfer_dem_from_ind,rcv_transfer_rep_from_ind,rcv_exhaust_from_ind,rcv_transfer_dem_from_other,rcv_transfer_rep_from_other,rcv_exhaust_from_other,pres_2024_margin_dem,pres_2020_margin_dem,pres_2016_margin_dem,state_partisan_baseline_dem,national_environment_margin_dem,state_environment_adjustment_dem,incumbency_adjustment_dem,candidate_quality_adjustment_dem,special_adjustment_dem,fundamentals_notes,bayesian_posterior_sd,pre_bayes_model_margin_dem,holder_normalized,baseline_source,dem_nominee_confirmed,gop_nominee_confirmed,dem_prior_elected_office,gop_prior_elected_office,dem_prior_statewide_win,gop_prior_statewide_win,dem_prior_overperformance,gop_prior_overperformance,dem_candidate_liability,gop_candidate_liability,prior_elected_experience_adjustment_dem,prior_statewide_win_adjustment_dem,overperformance_adjustment_dem,candidate_liability_adjustment_dem,candidate_quality_gate,candidate_quality_notes,manual_candidate_quality_adjustment_dem,objective_candidate_quality_adjustment_dem,candidate_quality_manual_note,total_poll_weight,polling_margin_used,original_bayesian_polling_weight,poll_count_weight_multiplier,cycle_max_polling_weight,fundamentals_default_candidate_quality_adjustment_dem,fundamentals_component_sum_dem,incumbency_rationale,candidate_quality_rationale,overperformance_rationale,liability_rationale,special_adjustment_rationale,last_human_review_date,human_review_status,national_environment_adjustment_dem,state_scaled_national_environment_adjustment_dem,independent_candidate_present,independent_candidate_name,independent_candidate_party_lean,independent_vote_share_estimate,independent_asymmetry_adjustment_dem,independent_adjustment_rationale,dem_previous_statewide_winner,gop_previous_statewide_winner,previous_statewide_winner_notes,candidate_scandal_adjustment_dem,candidate_scandal_rationale,candidate_war_adjustment_dem,statewide_win_bonus_dem,mechanical_candidate_adjustment_dem,candidate_quality_method,candidate_quality_framework_version,candidate_status,candidate_uncertainty_penalty,candidate_event_adjustment_dem,candidate_event_count,candidate_event_ids,candidate_event_summary,bayesian_polling_weight,bayesian_polling_weight_capped,bayesian_prior_weight,bayesian_fundamentals_weight_capped,bayesian_model_margin_dem,bayesian_model_margin_dem_capped,posterior_margin_dem,posterior_margin_dem_capped,polling_confidence_boost,polling_confidence_absolute_cap,polling_confidence_weight_change,polling_confidence_margin_change_dem,recent_poll_count_45d,most_recent_poll_end_date,bayesian_polling_weight_capped_before_polling_confidence_accelerator,bayesian_polling_weight_capped_after_polling_confidence_accelerator,bayesian_model_margin_dem_capped_before_polling_confidence_accelerator
LA,Jamie Davis,Julia Letlow,R,-18.0,-18.298727272727273,0.6,0.6,1,Safe,Republican-held; current summaries indicate GOP runoff after Cassidy primary loss.,0.65,False,2026-05-23,0.0,,,plurality,False,,,,,,,-22.0,-18.6,-19.6,-20.790000000000003,7.74,4.644,-2.0,-0.1527272727272727,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",4.5,-18.298727272727273,R,presidential_weighted,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No candidate-quality effect because nominees are not confirmed. Manual CQ input: +0.00. Objective CQ before gate: +0.00. Final candidate-quality adjustment: +0.00. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,-0.1527272727272727,,,-18.0,0.4584055459272096,0.0,0.41,0.0,-18.298727272727273,,,,,,,,4.265,4.265,False,,none,0.0,0.0,,False,False,,0.0,,-0.1527272727272727,0.0,-0.1527272727272727,"Framework v3 / Option B: mechanical_candidate_adjustment_dem = candidate_war_adjustment_dem + statewide_win_bonus_dem, capped at +/-1.5; candidate_event_adjustment_dem from shared registry, capped at +/-3.0; final candidate_quality_adjustment_dem capped at +/-4.0.",senate_candidate_quality_framework_v3_option_b,,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,-18.298727272727273,-18.298727272727273,-18.298727272727273,-18.298727272727273,0.0,0.45,0.0,0.0,0,,0.0,0.0,-18.298727272727273
MS,Scott Colom,Cindy Hyde-Smith,R,-9.0,-18.285375,0.6,0.6,1,Safe,Republican-held,0.65,True,2026-05-23,1.0,2026-08-15,37.0,plurality,False,,,,,,,-23.0,-16.5,-17.8,-20.595,7.74,4.644,-2.0,-0.334375,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",4.5,-18.285375,R,presidential_weighted,True,True,False,True,False,True,0.0,0.0,0.0,0.0,-0.5,-1.0,0.0,0.0,1.0,Full candidate-quality effect because both nominees are confirmed. Manual CQ input: +0.00. Objective CQ before gate: -1.50. GOP has prior elected-office experience. GOP has prior statewide win. Final candidate-quality adjustment: -1.50. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,-0.334375,,0.4109193026046858,-9.0,0.5442534664254478,0.3,0.41,0.0,-18.285375,,,,,,,,4.265,4.265,False,,none,0.0,0.0,,False,True,Cindy Hyde-Smith previously won statewide Senate elections in Mississippi.,0.0,,0.4156249999999999,-0.75,-0.334375,"Framework v3 / Option B: mechanical_candidate_adjustment_dem = candidate_war_adjustment_dem + statewide_win_bonus_dem, capped at +/-1.5; candidate_event_adjustment_dem from shared registry, capped at +/-3.0; final candidate_quality_adjustment_dem capped at +/-4.0.",senate_candidate_quality_framework_v3_option_b,,0.0,0.0,0.0,,,0.1229999999999999,0.1229999999999999,0.8770000000000001,0.8770000000000001,-17.143273875,-17.143273875,-17.143273875,-17.143273875,0.0,0.45,0.0,0.0,1,2026-08-15,0.1229999999999999,0.1229999999999999,-17.143273875
MT,Alani Bankhead,Kurt Alme,R-open,-20.635794037227924,-14.069,0.65,0.65,1,Safe,Open Republican-held seat; Daines not seeking reelection per current race summaries.,0.65,True,2026-05-23,5.0,2026-09-07,32.7933345828617,plurality,False,,,,,,,-19.9,-16.4,-20.4,-19.1,7.74,5.031000000000001,0.0,0.0,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",4.5,-14.069,OPEN,presidential_weighted,True,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Full candidate-quality effect because both nominees are confirmed. Manual CQ input: +0.00. Objective CQ before gate: +0.00. Final candidate-quality adjustment: +0.00. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,0.0,,1.2206972528775868,-20.635794037227924,0.7459912411938714,1.0,0.41,0.0,-14.069,,,,,,,,4.620416666666666,4.620416666666666,True,Seth Bodnar,review,0.0,0.0,Seth Bodnar is included as a potentially material independent candidate. No asymmetry adjustment is applied pending further human review.,False,False,,0.0,,0.0,0.0,0.0,"Framework v3 / Option B: mechanical_candidate_adjustment_dem = candidate_war_adjustment_dem + statewide_win_bonus_dem, capped at +/-1.5; candidate_event_adjustment_dem from shared registry, capped at +/-3.0; final candidate_quality_adjustment_dem capped at +/-4.0.",senate_candidate_quality_framework_v3_option_b,,0.0,0.0,0.0,,,0.4399999999999999,0.4399999999999999,0.56,0.56,-16.95838937638029,-16.95838937638029,-16.95838937638029,-16.95838937638029,0.03,0.45,0.0299999999999999,-0.1970038211168372,2,2026-09-07,0.41,0.4399999999999999,-16.761385555263452
NE,Dan Osborn (I),Pete Ricketts,R,-1.1999878336548535,-19.455499999999997,0.55,0.55,1,Safe,Republican-held,0.65,True,2026-05-23,3.0,2026-09-16,12.899944926374811,plurality,False,,,,,,,-20.5,-19.1,-25.1,-20.84,7.74,4.257000000000001,-2.0,-0.8724999999999999,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",4.5,-19.455499999999997,R,presidential_weighted,True,True,False,True,False,True,0.0,0.0,0.0,0.0,-0.5,-1.0,0.0,0.0,1.0,Full candidate-quality effect because both nominees are confirmed. Manual CQ input: +0.00. Objective CQ before gate: -1.50. GOP has prior elected-office experience. GOP has prior statewide win. Final candidate-quality adjustment: -1.50. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,-0.8724999999999999,,0.8784238583112098,-1.1999878336548535,0.7129913505928126,0.75,0.41,0.0,-19.455499999999997,,,,,,,,3.9095833333333334,3.9095833333333334,True,Dan Osborn,review,0.0,0.0,Dan Osborn is included as a potentially material independent candidate. No asymmetry adjustment is applied pending further human review.,False,True,Pete Ricketts previously won statewide gubernatorial and Senate elections in Nebraska.,0.0,,-0.1224999999999999,-0.75,-0.8724999999999999,"Framework v3 / Option B: mechanical_candidate_adjustment_dem = candidate_war_adjustment_dem + statewide_win_bonus_dem, capped at +/-1.5; candidate_event_adjustment_dem from shared registry, capped at +/-3.0; final candidate_quality_adjustment_dem capped at +/-4.0.",senate_candidate_quality_framework_v3_option_b,,0.0,0.0,0.0,,,0.3675,0.3675,0.6325000000000001,0.6325000000000001,-12.74659927886816,-12.74659927886816,-12.74659927886816,-12.74659927886816,0.06,0.45,0.06,1.0953307299807058,3,2026-09-16,0.3075,0.3675,-13.841930008848864
OK,N'Kiyla Thomas,Kevin Hern,R-open,-30.0,-30.828908967391303,0.45,0.45,1,UltraSafe,Open Republican-held seat per current race summaries.,0.45,False,2026-05-23,0.0,,,plurality,False,,,,,,,-34.3,-33.1,-36.4,-34.315,7.74,3.483,0.0,0.0030910326086956,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",4.5,-30.828908967391303,OPEN,presidential_weighted,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No candidate-quality effect because nominees are not confirmed. Manual CQ input: +0.00. Objective CQ before gate: +0.00. Final candidate-quality adjustment: +0.00. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,0.0030910326086956,,,-30.0,0.4584055459272096,0.0,0.41,0.0,-30.828908967391303,,,,,,,,3.1987499999999995,3.1987499999999995,False,,none,0.0,0.0,,False,False,,0.0,,0.0030910326086956,0.0,0.0030910326086956,"Framework v3 / Option B: mechanical_candidate_adjustment_dem = candidate_war_adjustment_dem + statewide_win_bonus_dem, capped at +/-1.5; candidate_event_adjustment_dem from shared registry, capped at +/-3.0; final candidate_quality_adjustment_dem capped at +/-4.0.",senate_candidate_quality_framework_v3_option_b,,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,-30.828908967391303,-30.828908967391303,-30.828908967391303,-30.828908967391303,0.0,0.45,0.0,0.0,0,,0.0,0.0,-30.828908967391303
SC,Annie Andrews,Darline Graham,R,-3.438185220663766,-12.231375000000002,0.7,0.7,1,Safe,General-election matchup: Annie Andrews (D) vs. Darline Graham (R).,0.65,True,2026-08-25,4.0,2026-09-22,7.507907505878066,plurality,False,,,,,,,-17.8,-11.7,-14.3,-15.75,7.74,5.418,-2.0,0.1006249999999999,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",4.5,-12.231375000000002,R,presidential_weighted,True,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Full candidate-quality effect because both nominees are confirmed. Manual CQ input: +0.00. Objective CQ before gate: +0.00. Final candidate-quality adjustment: +0.00. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,0.1006249999999999,,3.6221091122108513,-3.438185220663766,0.8475099809482782,1.0,0.41,0.0,-12.231375000000002,,,,,,,,4.975833333333332,4.975833333333332,False,,none,0.0,0.0,,False,False,,0.0,,0.1006249999999999,0.0,0.1006249999999999,"Framework v3 / Option B: mechanical_candidate_adjustment_dem = candidate_war_adjustment_dem + statewide_win_bonus_dem, capped at +/-1.5; candidate_event_adjustment_dem from shared registry, capped at +/-3.0; final candidate_quality_adjustment_dem capped at +/-4.0.",senate_candidate_quality_framework_v3_option_b,nominees_confirmed,0.0,0.0,0.0,,,0.45,0.45,0.55,0.55,-8.274439599298697,-8.274439599298697,-8.274439599298697,-8.274439599298697,0.09,0.45,0.04,0.3517275911734483,4,2026-09-22,0.41,0.45,-8.626167190472145
SD,Brian Bengs (I),Mike Rounds,R,-4.199937821255564,-27.385,0.5,0.5,1,UltraSafe,Republican-held; Democrat Julian Beaudion withdrew. Brian Bengs is the principal independent opposition candidate.,0.45,True,2026-08-04,3.0,2026-09-09,34.64992086341617,plurality,False,,,,,,,-29.2,-26.2,-29.8,-28.54,7.74,3.87,-2.0,-0.7150000000000001,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",4.5,-27.385,R,presidential_weighted,True,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Full candidate-quality effect because both nominees are confirmed. Manual CQ input: +0.00. Objective CQ before gate: +0.00. Final candidate-quality adjustment: +0.00. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,-0.7150000000000001,,0.3844931659643741,-4.199937821255564,0.6467669547922164,0.75,0.41,0.0,-27.385,,,,,,2026-08-04,Reviewed - Bengs principal independent challenger,3.5541666666666663,3.5541666666666663,True,Brian Bengs,review,0.0,0.0,Brian Bengs is included as the principal independent opposition candidate following Julian Beaudion's withdrawal. No asymmetry adjustment is applied pending reliable polling and further human review.,False,True,Mike Rounds previously won statewide Senate and gubernatorial elections in South Dakota.,0.0,,0.0349999999999999,-0.75,-0.7150000000000001,"Framework v3 / Option B: mechanical_candidate_adjustment_dem = candidate_war_adjustment_dem + statewide_win_bonus_dem, capped at +/-1.5; candidate_event_adjustment_dem from shared registry, capped at +/-3.0; final candidate_quality_adjustment_dem capped at +/-4.0.",senate_candidate_quality_framework_v3_option_b,,0.0,0.0,0.0,,,0.3375,0.3375,0.6625,0.6625,-19.560041514673753,-19.560041514673753,-19.560041514673753,-19.560041514673753,0.03,0.45,0.03,0.6955518653623365,2,2026-09-09,0.3075,0.3375,-20.25559338003609
TN,Marquita Bradshaw,Bill Hagerty,R,-22.0,-26.205499999999997,0.55,0.55,1,UltraSafe,Republican-held,0.45,False,2026-05-23,0.0,,,plurality,False,,,,,,,-29.7,-23.2,-26.0,-27.52,7.74,4.257000000000001,-2.0,-0.9425,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",4.5,-26.205499999999997,R,presidential_weighted,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No candidate-quality effect because nominees are not confirmed. Manual CQ input: +0.00. Objective CQ before gate: +0.00. Final candidate-quality adjustment: +0.00. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,-0.9425,,,-22.0,0.4584055459272096,0.0,0.41,0.0,-26.205499999999997,,,,,,,,3.9095833333333334,3.9095833333333334,False,,none,0.0,0.0,,False,True,Bill Hagerty previously won statewide Senate election in Tennessee.,0.0,,-0.1925,-0.75,-0.9425,"Framework v3 / Option B: mechanical_candidate_adjustment_dem = candidate_war_adjustment_dem + statewide_win_bonus_dem, capped at +/-1.5; candidate_event_adjustment_dem from shared registry, capped at +/-3.0; final candidate_quality_adjustment_dem capped at +/-4.0.",senate_candidate_quality_framework_v3_option_b,,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,-26.205499999999997,-26.205499999999997,-26.205499999999997,-26.205499999999997,0.0,0.45,0.0,0.0,0,,0.0,0.0,-26.205499999999997
WV,Rachel Anderson,Shelley Moore Capito,R,-30.0,-40.552,0.45,0.45,1,UltraSafe,Republican-held,0.45,False,2026-05-23,0.0,,,plurality,False,,,,,,,-42.0,-38.9,-41.7,-41.18,7.74,3.483,-2.0,-0.855,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",4.5,-40.552,R,presidential_weighted,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No candidate-quality effect because nominees are not confirmed. Manual CQ input: +0.00. Objective CQ before gate: +0.00. Final candidate-quality adjustment: +0.00. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,-0.855,,,-30.0,0.4584055459272096,0.0,0.41,0.0,-40.552,,,,,,,,3.1987499999999995,3.1987499999999995,False,,none,0.0,0.0,,False,True,Shelley Moore Capito previously won statewide Senate elections in West Virginia.,0.0,,-0.105,-0.75,-0.855,"Framework v3 / Option B: mechanical_candidate_adjustment_dem = candidate_war_adjustment_dem + statewide_win_bonus_dem, capped at +/-1.5; candidate_event_adjustment_dem from shared registry, capped at +/-3.0; final candidate_quality_adjustment_dem capped at +/-4.0.",senate_candidate_quality_framework_v3_option_b,,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,-40.552,-40.552,-40.552,-40.552,0.0,0.45,0.0,0.0,0,,0.0,0.0,-40.552
WY,James Byrd,Harriet Hageman,R-open,-35.0,-41.62322348484848,0.4,0.4,1,UltraSafe,General-election matchup: James Byrd (D) vs. Harriet Hageman (R).,0.45,False,2026-08-18,0.0,,,plurality,False,,,,,,,-44.9,-43.4,-46.3,-44.735,7.74,3.096,0.0,0.0157765151515151,0.0,"Calculated from 2024/2020/2016 presidential margins (60%/25%/15%), state elasticity, national environment, incumbency, candidate quality, and special adjustments.",4.5,-41.62322348484848,OPEN,presidential_weighted,True,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Full candidate-quality effect because both nominees are confirmed. Manual CQ input: +0.00. Objective CQ before gate: +0.00. Final candidate-quality adjustment: +0.00. Liability scale: 0=no known liability; 0.5=mild weakness; 1.0=clear electoral weakness; 1.5=major documented liability; 2.0=severe nominee-quality problem. Dem liability hurts Democrats; GOP liability helps Democrats.,0.0,0.0157765151515151,,,-35.0,0.4584055459272096,0.0,0.41,0.0,-41.62322348484848,,,,,,,,2.8433333333333333,2.8433333333333333,False,,none,0.0,0.0,,False,False,,0.0,,0.0157765151515151,0.0,0.0157765151515151,"Framework v3 / Option B: mechanical_candidate_adjustment_dem = candidate_war_adjustment_dem + statewide_win_bonus_dem, capped at +/-1.5; candidate_event_adjustment_dem from shared registry, capped at +/-3.0; final candidate_quality_adjustment_dem capped at +/-4.0.",senate_candidate_quality_framework_v3_option_b,nominees_confirmed,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,-41.62322348484848,-41.62322348484848,-41.62322348484848,-41.62322348484848,0.0,0.45,0.0,0.0,0,,0.0,0.0,-41.62322348484848
