snapshot_id,race_key,cycle,state,race_id,poll_race_id,election_date,snapshot_date,days_before_election,source_candidate_rows,source_questions,candidate_questions,eligible_questions,excluded_questions,has_eligible_polling,earliest_eligible_end_date,latest_eligible_end_date,mean_dem_margin_unweighted,median_dem_margin_unweighted,mean_poll_age_days,median_poll_age_days,internal_questions,partisan_questions,tracking_questions
2018_NE_111_20181106_D030,2018_NE_111_20181106,2018,NE,2018_NE,111,2018-11-06,2018-10-07,30,6,3,3,2,1,True,2017-11-12,2018-01-28,-14.0,-14.0,290.5,290.5,2,0,0
2018_NE_111_20181106_D014,2018_NE_111_20181106,2018,NE,2018_NE,111,2018-11-06,2018-10-23,14,6,3,3,2,1,True,2017-11-12,2018-01-28,-14.0,-14.0,306.5,306.5,2,0,0
2018_NE_111_20181106_D007,2018_NE_111_20181106,2018,NE,2018_NE,111,2018-11-06,2018-10-30,7,6,3,3,3,0,True,2017-11-12,2018-10-27,-14.333333333333334,-15.0,210.0,275.0,2,0,0
2018_NE_111_20181106_D000,2018_NE_111_20181106,2018,NE,2018_NE,111,2018-11-06,2018-11-06,0,6,3,3,3,0,True,2017-11-12,2018-10-27,-14.333333333333334,-15.0,217.0,282.0,2,0,0
2018_NJ_113_20181106_D120,2018_NJ_113_20181106,2018,NJ,2018_NJ,113,2018-11-06,2018-07-09,120,59,25,25,3,22,True,2018-03-12,2018-05-21,14.0,17.0,86.0,90.0,0,0,0
2018_NJ_113_20181106_D090,2018_NJ_113_20181106,2018,NJ,2018_NJ,113,2018-11-06,2018-08-08,90,59,25,25,4,21,True,2018-03-12,2018-07-10,11.0,10.5,94.25,99.5,0,0,0
2018_NJ_113_20181106_D060,2018_NJ_113_20181106,2018,NJ,2018_NJ,113,2018-11-06,2018-09-07,60,59,25,25,6,19,True,2018-03-12,2018-08-20,10.0,8.0,89.66666666666667,84.0,1,0,0
2018_NJ_113_20181106_D030,2018_NJ_113_20181106,2018,NJ,2018_NJ,113,2018-11-06,2018-10-07,30,59,25,25,12,13,True,2018-03-12,2018-10-05,8.158333333333333,6.0,62.916666666666664,29.0,1,0,0
2018_NJ_113_20181106_D014,2018_NJ_113_20181106,2018,NJ,2018_NJ,113,2018-11-06,2018-10-23,14,59,25,25,20,5,True,2018-03-12,2018-10-19,7.445,6.0,50.3,21.5,3,0,0
2018_NJ_113_20181106_D007,2018_NJ_113_20181106,2018,NJ,2018_NJ,113,2018-11-06,2018-10-30,7,59,25,25,22,3,True,2018-03-12,2018-10-29,7.372727272727272,6.0,52.31818181818182,26.5,3,0,0
2018_NJ_113_20181106_D000,2018_NJ_113_20181106,2018,NJ,2018_NJ,113,2018-11-06,2018-11-06,0,59,25,25,25,0,True,2018-03-12,2018-11-04,7.968,7.0,52.6,28.0,3,0,0
2018_NM_114_20181106_D120,2018_NM_114_20181106,2018,NM,2018_NM,114,2018-11-06,2018-07-09,120,49,17,17,0,17,False,,,,,,,0,0,0
2018_NM_114_20181106_D090,2018_NM_114_20181106,2018,NM,2018_NM,114,2018-11-06,2018-08-08,90,49,17,17,5,12,True,2018-07-17,2018-08-05,13.4,14.0,8.8,6.0,2,0,0
2018_NM_114_20181106_D060,2018_NM_114_20181106,2018,NM,2018_NM,114,2018-11-06,2018-09-07,60,49,17,17,6,11,True,2018-07-17,2018-08-18,15.9,14.5,35.666666666666664,34.5,2,0,0
2018_NM_114_20181106_D030,2018_NM_114_20181106,2018,NM,2018_NM,114,2018-11-06,2018-10-07,30,49,17,17,9,8,True,2018-07-17,2018-09-24,18.89,18.0,50.111111111111114,63.0,2,0,0
2018_NM_114_20181106_D014,2018_NM_114_20181106,2018,NM,2018_NM,114,2018-11-06,2018-10-23,14,49,17,17,9,8,True,2018-07-17,2018-09-24,18.89,18.0,66.11111111111111,79.0,2,0,0
2018_NM_114_20181106_D007,2018_NM_114_20181106,2018,NM,2018_NM,114,2018-11-06,2018-10-30,7,49,17,17,12,5,True,2018-07-17,2018-10-29,17.6925,15.75,55.75,60.0,2,0,0
2018_NM_114_20181106_D000,2018_NM_114_20181106,2018,NM,2018_NM,114,2018-11-06,2018-11-06,0,49,17,17,14,3,True,2018-07-17,2018-11-03,17.59357142857143,15.75,54.357142857142854,52.0,2,0,0
2018_NV_112_20181106_D120,2018_NV_112_20181106,2018,NV,2018_NV,112,2018-11-06,2018-07-09,120,104,46,46,12,34,True,2017-06-25,2018-07-02,2.4166666666666665,2.0,64.58333333333333,10.0,0,0,0
2018_NV_112_20181106_D090,2018_NV_112_20181106,2018,NV,2018_NV,112,2018-11-06,2018-08-08,90,104,46,46,13,33,True,2017-06-25,2018-07-29,2.1538461538461537,2.0,88.07692307692308,37.0,0,0,0
2018_NV_112_20181106_D060,2018_NV_112_20181106,2018,NV,2018_NV,112,2018-11-06,2018-09-07,60,104,46,46,14,32,True,2017-06-25,2018-08-21,2.357142857142857,2.0,110.85714285714286,67.0,0,0,0
2018_NV_112_20181106_D030,2018_NV_112_20181106,2018,NV,2018_NV,112,2018-11-06,2018-10-07,30,104,46,46,25,21,True,2017-06-25,2018-10-03,1.296,1.0,84.04,70.0,0,0,0
2018_NV_112_20181106_D014,2018_NV_112_20181106,2018,NV,2018_NV,112,2018-11-06,2018-10-23,14,104,46,46,32,14,True,2017-06-25,2018-10-19,0.8003125,1.0,80.03125,38.5,0,0,0
2018_NV_112_20181106_D007,2018_NV_112_20181106,2018,NV,2018_NV,112,2018-11-06,2018-10-30,7,104,46,46,36,10,True,2017-06-25,2018-10-30,1.0141666666666667,1.5,77.52777777777777,37.0,0,0,1
2018_NV_112_20181106_D000,2018_NV_112_20181106,2018,NV,2018_NV,112,2018-11-06,2018-11-06,0,104,46,46,46,0,True,2017-06-25,2018-11-05,0.8719565217391304,1.0,67.0,34.0,0,0,9
2018_NY_115_20181106_D120,2018_NY_115_20181106,2018,NY,2018_NY,115,2018-11-06,2018-07-09,120,20,10,10,4,6,True,2018-03-16,2018-06-07,33.75,34.0,76.0,78.5,0,0,0
2018_NY_115_20181106_D090,2018_NY_115_20181106,2018,NY,2018_NY,115,2018-11-06,2018-08-08,90,20,10,10,5,5,True,2018-03-16,2018-07-16,32.4,33.0,89.4,99.0,0,0,0
2018_NY_115_20181106_D060,2018_NY_115_20181106,2018,NY,2018_NY,115,2018-11-06,2018-09-07,60,20,10,10,6,4,True,2018-03-16,2018-08-30,29.5,32.0,100.83333333333333,110.5,1,0,0
2018_NY_115_20181106_D030,2018_NY_115_20181106,2018,NY,2018_NY,115,2018-11-06,2018-10-07,30,20,10,10,7,3,True,2018-03-16,2018-09-27,29.857142857142858,32.0,113.57142857142857,122.0,1,0,0
2018_NY_115_20181106_D014,2018_NY_115_20181106,2018,NY,2018_NY,115,2018-11-06,2018-10-23,14,20,10,10,8,2,True,2018-03-16,2018-10-16,29.25,31.5,114.25,118.5,1,0,0
2018_NY_115_20181106_D007,2018_NY_115_20181106,2018,NY,2018_NY,115,2018-11-06,2018-10-30,7,20,10,10,8,2,True,2018-03-16,2018-10-16,29.25,31.5,121.25,125.5,1,0,0
2018_NY_115_20181106_D000,2018_NY_115_20181106,2018,NY,2018_NY,115,2018-11-06,2018-11-06,0,20,10,10,10,0,True,2018-03-16,2018-11-03,28.5,29.5,103.4,90.5,1,0,0
2018_OH_117_20181106_D120,2018_OH_117_20181106,2018,OH,2018_OH,117,2018-11-06,2018-07-09,120,74,34,34,14,20,True,2018-03-05,2018-07-02,8.65,7.5,39.785714285714285,22.0,0,0,0
2018_OH_117_20181106_D090,2018_OH_117_20181106,2018,OH,2018_OH,117,2018-11-06,2018-08-08,90,74,34,34,15,19,True,2018-03-05,2018-07-10,8.345999999999998,7.0,67.06666666666666,47.0,0,0,0
2018_OH_117_20181106_D060,2018_OH_117_20181106,2018,OH,2018_OH,117,2018-11-06,2018-09-07,60,74,34,34,16,18,True,2018-03-05,2018-09-04,8.099374999999998,6.5,91.1875,72.0,0,0,0
2018_OH_117_20181106_D030,2018_OH_117_20181106,2018,OH,2018_OH,117,2018-11-06,2018-10-07,30,74,34,34,24,10,True,2018-03-05,2018-10-04,9.557916666666667,10.200000000000003,86.45833333333333,97.0,0,0,0
2018_OH_117_20181106_D014,2018_OH_117_20181106,2018,OH,2018_OH,117,2018-11-06,2018-10-23,14,74,34,34,26,8,True,2018-03-05,2018-10-08,10.13423076923077,11.100000000000001,95.73076923076923,113.0,0,0,0
2018_OH_117_20181106_D007,2018_OH_117_20181106,2018,OH,2018_OH,117,2018-11-06,2018-10-30,7,74,34,34,29,5,True,2018-03-05,2018-10-30,10.268620689655172,10.200000000000003,92.27586206896552,112.0,0,0,0
2018_OH_117_20181106_D000,2018_OH_117_20181106,2018,OH,2018_OH,117,2018-11-06,2018-11-06,0,74,34,34,32,2,True,2018-03-05,2018-11-04,10.3809375,10.3,90.3125,59.5,0,0,0
2018_PA_118_20181106_D120,2018_PA_118_20181106,2018,PA,2018_PA,118,2018-11-06,2018-07-09,120,72,29,29,13,16,True,2018-03-05,2018-07-02,13.953846153846154,15.0,41.46153846153846,14.0,0,0,0
2018_PA_118_20181106_D090,2018_PA_118_20181106,2018,PA,2018_PA,118,2018-11-06,2018-08-08,90,72,29,29,13,16,True,2018-03-05,2018-07-02,13.953846153846154,15.0,71.46153846153847,44.0,0,0,0
2018_PA_118_20181106_D060,2018_PA_118_20181106,2018,PA,2018_PA,118,2018-11-06,2018-09-07,60,72,29,29,17,12,True,2018-03-05,2018-08-26,13.54529411764706,15.0,81.6470588235294,67.0,0,0,0
2018_PA_118_20181106_D030,2018_PA_118_20181106,2018,PA,2018_PA,118,2018-11-06,2018-10-07,30,72,29,29,24,5,True,2018-03-05,2018-10-02,14.244583333333333,15.0,83.70833333333333,97.0,0,0,0
2018_PA_118_20181106_D014,2018_PA_118_20181106,2018,PA,2018_PA,118,2018-11-06,2018-10-23,14,72,29,29,24,5,True,2018-03-05,2018-10-02,14.244583333333333,15.0,99.70833333333333,113.0,0,0,0
2018_PA_118_20181106_D007,2018_PA_118_20181106,2018,PA,2018_PA,118,2018-11-06,2018-10-30,7,72,29,29,26,3,True,2018-03-05,2018-10-28,14.456538461538461,15.0,98.65384615384616,98.0,0,0,0
2018_PA_118_20181106_D000,2018_PA_118_20181106,2018,PA,2018_PA,118,2018-11-06,2018-11-06,0,72,29,29,29,0,True,2018-03-05,2018-11-04,14.271379310344829,15.0,95.06896551724138,82.0,0,0,0
2018_RI_119_20181106_D120,2018_RI_119_20181106,2018,RI,2018_RI,119,2018-11-06,2018-07-09,120,10,5,5,1,4,True,2018-06-04,2018-06-04,22.0,22.0,35.0,35.0,0,0,0
2018_RI_119_20181106_D090,2018_RI_119_20181106,2018,RI,2018_RI,119,2018-11-06,2018-08-08,90,10,5,5,1,4,True,2018-06-04,2018-06-04,22.0,22.0,65.0,65.0,0,0,0
2018_RI_119_20181106_D060,2018_RI_119_20181106,2018,RI,2018_RI,119,2018-11-06,2018-09-07,60,10,5,5,1,4,True,2018-06-04,2018-06-04,22.0,22.0,95.0,95.0,0,0,0
2018_RI_119_20181106_D030,2018_RI_119_20181106,2018,RI,2018_RI,119,2018-11-06,2018-10-07,30,10,5,5,3,2,True,2018-06-04,2018-10-06,21.666666666666668,22.0,48.666666666666664,20.0,0,0,0
2018_RI_119_20181106_D014,2018_RI_119_20181106,2018,RI,2018_RI,119,2018-11-06,2018-10-23,14,10,5,5,4,1,True,2018-06-04,2018-10-09,22.25,23.0,52.0,26.5,0,0,0
2018_RI_119_20181106_D007,2018_RI_119_20181106,2018,RI,2018_RI,119,2018-11-06,2018-10-30,7,10,5,5,5,0,True,2018-06-04,2018-10-24,21.6,22.0,48.4,24.0,0,0,0
2018_RI_119_20181106_D000,2018_RI_119_20181106,2018,RI,2018_RI,119,2018-11-06,2018-11-06,0,10,5,5,5,0,True,2018-06-04,2018-10-24,21.6,22.0,55.4,31.0,0,0,0
2018_TN_120_20181106_D120,2018_TN_120_20181106,2018,TN,2018_TN,120,2018-11-06,2018-07-09,120,106,53,53,18,35,True,2017-10-22,2018-07-02,-4.833333333333333,-2.0,88.11111111111111,79.0,2,0,0
2018_TN_120_20181106_D090,2018_TN_120_20181106,2018,TN,2018_TN,120,2018-11-06,2018-08-08,90,106,53,53,21,32,True,2017-10-22,2018-07-14,-3.857142857142857,1.0,105.0952380952381,99.0,2,0,0
2018_TN_120_20181106_D060,2018_TN_120_20181106,2018,TN,2018_TN,120,2018-11-06,2018-09-07,60,106,53,53,24,29,True,2017-10-22,2018-08-28,-3.2916666666666665,1.5,120.16666666666667,77.5,2,0,0
2018_TN_120_20181106_D030,2018_TN_120_20181106,2018,TN,2018_TN,120,2018-11-06,2018-10-07,30,106,53,53,35,18,True,2017-10-22,2018-10-05,-2.551428571428571,0.0,108.02857142857142,97.0,3,0,0
2018_TN_120_20181106_D014,2018_TN_120_20181106,2018,TN,2018_TN,120,2018-11-06,2018-10-23,14,106,53,53,42,11,True,2017-10-22,2018-10-13,-2.778095238095238,-1.0,105.26190476190476,87.0,3,0,0
2018_TN_120_20181106_D007,2018_TN_120_20181106,2018,TN,2018_TN,120,2018-11-06,2018-10-30,7,106,53,53,52,1,True,2017-10-22,2018-10-30,-3.209230769230769,-3.0,90.92307692307692,48.5,3,0,0
2018_TN_120_20181106_D000,2018_TN_120_20181106,2018,TN,2018_TN,120,2018-11-06,2018-11-06,0,106,53,53,53,0,True,2017-10-22,2018-10-31,-3.148679245283019,-3.0,96.18867924528301,55.0,3,0,0
2018_TX_121_20181106_D120,2018_TX_121_20181106,2018,TX,2018_TX,121,2018-11-06,2018-07-09,120,109,49,49,12,37,True,2017-04-09,2018-07-07,-8.0,-8.0,95.08333333333333,41.5,1,0,0
2018_TX_121_20181106_D090,2018_TX_121_20181106,2018,TX,2018_TX,121,2018-11-06,2018-08-08,90,109,49,49,16,33,True,2017-04-09,2018-08-02,-6.875,-6.0,96.4375,58.0,1,0,0
2018_TX_121_20181106_D060,2018_TX_121_20181106,2018,TX,2018_TX,121,2018-11-06,2018-09-07,60,109,49,49,20,29,True,2017-04-09,2018-09-07,-5.8865,-5.5,104.25,77.0,1,0,0
2018_TX_121_20181106_D030,2018_TX_121_20181106,2018,TX,2018_TX,121,2018-11-06,2018-10-07,30,109,49,49,30,19,True,2017-04-09,2018-10-05,-4.844333333333333,-4.064999999999998,95.36666666666666,67.0,1,0,0
2018_TX_121_20181106_D014,2018_TX_121_20181106,2018,TX,2018_TX,121,2018-11-06,2018-10-23,14,109,49,49,41,8,True,2017-04-09,2018-10-21,-4.977560975609756,-4.5,83.70731707317073,44.0,1,0,0
2018_TX_121_20181106_D007,2018_TX_121_20181106,2018,TX,2018_TX,121,2018-11-06,2018-10-30,7,109,49,49,46,3,True,2017-04-09,2018-10-30,-5.001739130434783,-4.399999999999999,81.06521739130434,46.0,1,0,0
2018_TX_121_20181106_D000,2018_TX_121_20181106,2018,TX,2018_TX,121,2018-11-06,2018-11-06,0,109,49,49,48,1,True,2017-04-09,2018-11-05,-4.97875,-4.399999999999999,84.5,51.5,1,0,0
2018_UT_122_20181106_D120,2018_UT_122_20181106,2018,UT,2018_UT,122,2018-11-06,2018-07-09,120,20,7,7,4,3,True,2017-09-05,2018-06-18,-43.2,-41.9,182.5,201.0,0,0,0
2018_UT_122_20181106_D090,2018_UT_122_20181106,2018,UT,2018_UT,122,2018-11-06,2018-08-08,90,20,7,7,4,3,True,2017-09-05,2018-06-18,-43.2,-41.9,212.5,231.0,0,0,0
2018_UT_122_20181106_D060,2018_UT_122_20181106,2018,UT,2018_UT,122,2018-11-06,2018-09-07,60,20,7,7,6,1,True,2017-09-05,2018-08-31,-39.800000000000004,-39.4,164.66666666666666,156.5,0,0,0
2018_UT_122_20181106_D030,2018_UT_122_20181106,2018,UT,2018_UT,122,2018-11-06,2018-10-07,30,20,7,7,6,1,True,2017-09-05,2018-08-31,-39.800000000000004,-39.4,194.66666666666666,186.5,0,0,0
2018_UT_122_20181106_D014,2018_UT_122_20181106,2018,UT,2018_UT,122,2018-11-06,2018-10-23,14,20,7,7,7,0,True,2017-09-05,2018-10-09,-39.25714285714286,-38.8,182.57142857142858,127.0,0,0,0
2018_UT_122_20181106_D007,2018_UT_122_20181106,2018,UT,2018_UT,122,2018-11-06,2018-10-30,7,20,7,7,7,0,True,2017-09-05,2018-10-09,-39.25714285714286,-38.8,189.57142857142858,134.0,0,0,0
2018_UT_122_20181106_D000,2018_UT_122_20181106,2018,UT,2018_UT,122,2018-11-06,2018-11-06,0,20,7,7,7,0,True,2017-09-05,2018-10-09,-39.25714285714286,-38.8,196.57142857142858,141.0,0,0,0
2018_VA_124_20181106_D120,2018_VA_124_20181106,2018,VA,2018_VA,124,2018-11-06,2018-07-09,120,26,11,11,5,6,True,2017-09-12,2018-06-25,17.0,17.0,157.0,131.0,0,0,0
2018_VA_124_20181106_D090,2018_VA_124_20181106,2018,VA,2018_VA,124,2018-11-06,2018-08-08,90,26,11,11,6,5,True,2017-09-12,2018-07-30,18.0,17.5,157.33333333333334,115.5,0,0,0
2018_VA_124_20181106_D060,2018_VA_124_20181106,2018,VA,2018_VA,124,2018-11-06,2018-09-07,60,26,11,11,8,3,True,2017-09-12,2018-08-24,16.1875,17.0,144.625,87.0,0,0,0
2018_VA_124_20181106_D030,2018_VA_124_20181106,2018,VA,2018_VA,124,2018-11-06,2018-10-07,30,26,11,11,11,0,True,2017-09-12,2018-09-09,16.59090909090909,17.0,134.63636363636363,69.0,0,0,0
2018_VA_124_20181106_D014,2018_VA_124_20181106,2018,VA,2018_VA,124,2018-11-06,2018-10-23,14,26,11,11,11,0,True,2017-09-12,2018-09-09,16.59090909090909,17.0,150.63636363636363,85.0,0,0,0
2018_VA_124_20181106_D007,2018_VA_124_20181106,2018,VA,2018_VA,124,2018-11-06,2018-10-30,7,26,11,11,11,0,True,2017-09-12,2018-09-09,16.59090909090909,17.0,157.63636363636363,92.0,0,0,0
2018_VA_124_20181106_D000,2018_VA_124_20181106,2018,VA,2018_VA,124,2018-11-06,2018-11-06,0,26,11,11,11,0,True,2017-09-12,2018-09-09,16.59090909090909,17.0,164.63636363636363,99.0,0,0,0
2018_VT_123_20181106_D120,2018_VT_123_20181106,2018,VT,2018_VT,123,2018-11-06,2018-07-09,120,11,3,3,0,3,False,,,,,,,0,0,0
2018_VT_123_20181106_D090,2018_VT_123_20181106,2018,VT,2018_VT,123,2018-11-06,2018-08-08,90,11,3,3,0,3,False,,,,,,,0,0,0
2018_VT_123_20181106_D060,2018_VT_123_20181106,2018,VT,2018_VT,123,2018-11-06,2018-09-07,60,11,3,3,0,3,False,,,,,,,0,0,0
2018_VT_123_20181106_D030,2018_VT_123_20181106,2018,VT,2018_VT,123,2018-11-06,2018-10-07,30,11,3,3,0,3,False,,,,,,,0,0,0
2018_VT_123_20181106_D014,2018_VT_123_20181106,2018,VT,2018_VT,123,2018-11-06,2018-10-23,14,11,3,3,0,3,False,,,,,,,0,0,0
2018_VT_123_20181106_D007,2018_VT_123_20181106,2018,VT,2018_VT,123,2018-11-06,2018-10-30,7,11,3,3,0,3,False,,,,,,,0,0,0
2018_VT_123_20181106_D000,2018_VT_123_20181106,2018,VT,2018_VT,123,2018-11-06,2018-11-06,0,11,3,3,0,3,False,,,,,,,0,0,0
2018_WA_125_20181106_D120,2018_WA_125_20181106,2018,WA,2018_WA,125,2018-11-06,2018-07-09,120,4,2,2,1,1,True,2018-05-23,2018-05-23,16.0,16.0,47.0,47.0,0,0,0
2018_WA_125_20181106_D090,2018_WA_125_20181106,2018,WA,2018_WA,125,2018-11-06,2018-08-08,90,4,2,2,1,1,True,2018-05-23,2018-05-23,16.0,16.0,77.0,77.0,0,0,0
2018_WA_125_20181106_D060,2018_WA_125_20181106,2018,WA,2018_WA,125,2018-11-06,2018-09-07,60,4,2,2,1,1,True,2018-05-23,2018-05-23,16.0,16.0,107.0,107.0,0,0,0
2018_WA_125_20181106_D030,2018_WA_125_20181106,2018,WA,2018_WA,125,2018-11-06,2018-10-07,30,4,2,2,1,1,True,2018-05-23,2018-05-23,16.0,16.0,137.0,137.0,0,0,0
2018_WA_125_20181106_D014,2018_WA_125_20181106,2018,WA,2018_WA,125,2018-11-06,2018-10-23,14,4,2,2,2,0,True,2018-05-23,2018-10-09,15.0,15.0,83.5,83.5,0,0,0
2018_WA_125_20181106_D007,2018_WA_125_20181106,2018,WA,2018_WA,125,2018-11-06,2018-10-30,7,4,2,2,2,0,True,2018-05-23,2018-10-09,15.0,15.0,90.5,90.5,0,0,0
2018_WA_125_20181106_D000,2018_WA_125_20181106,2018,WA,2018_WA,125,2018-11-06,2018-11-06,0,4,2,2,2,0,True,2018-05-23,2018-10-09,15.0,15.0,97.5,97.5,0,0,0
2018_WI_127_20181106_D120,2018_WI_127_20181106,2018,WI,2018_WI,127,2018-11-06,2018-07-09,120,56,28,28,8,20,True,2018-03-16,2018-07-02,14.375,15.0,22.375,7.0,0,0,0
2018_WI_127_20181106_D090,2018_WI_127_20181106,2018,WI,2018_WI,127,2018-11-06,2018-08-08,90,56,28,28,10,18,True,2018-03-16,2018-07-28,14.669999999999998,15.349999999999998,45.0,37.0,0,0,0
2018_WI_127_20181106_D060,2018_WI_127_20181106,2018,WI,2018_WI,127,2018-11-06,2018-09-07,60,56,28,28,13,15,True,2018-03-16,2018-08-24,12.638461538461538,14.0,61.69230769230769,67.0,0,0,0
2018_WI_127_20181106_D030,2018_WI_127_20181106,2018,WI,2018_WI,127,2018-11-06,2018-10-07,30,56,28,28,21,7,True,2018-03-16,2018-10-07,12.395238095238094,13.0,60.57142857142857,49.0,0,0,0
2018_WI_127_20181106_D014,2018_WI_127_20181106,2018,WI,2018_WI,127,2018-11-06,2018-10-23,14,56,28,28,24,4,True,2018-03-16,2018-10-18,12.479166666666666,13.0,67.91666666666667,62.5,0,0,0
2018_WI_127_20181106_D007,2018_WI_127_20181106,2018,WI,2018_WI,127,2018-11-06,2018-10-30,7,56,28,28,26,2,True,2018-03-16,2018-10-28,12.326923076923077,12.5,69.3076923076923,55.5,0,0,0
2018_WI_127_20181106_D000,2018_WI_127_20181106,2018,WI,2018_WI,127,2018-11-06,2018-11-06,0,56,28,28,28,0,True,2018-03-16,2018-11-03,12.15,12.0,71.17857142857143,51.0,0,0,0
2018_WV_126_20181106_D120,2018_WV_126_20181106,2018,WV,2018_WV,126,2018-11-06,2018-07-09,120,93,39,39,18,21,True,2016-11-17,2018-07-02,10.583333333333334,11.5,89.0,23.0,3,0,0
2018_WV_126_20181106_D090,2018_WV_126_20181106,2018,WV,2018_WV,126,2018-11-06,2018-08-08,90,93,39,39,19,20,True,2016-11-17,2018-07-16,10.573684210526316,11.0,113.94736842105263,50.0,3,0,0
2018_WV_126_20181106_D060,2018_WV_126_20181106,2018,WV,2018_WV,126,2018-11-06,2018-09-07,60,93,39,39,21,18,True,2016-11-17,2018-08-26,10.233333333333334,10.399999999999999,131.38095238095238,80.0,3,0,0
2018_WV_126_20181106_D030,2018_WV_126_20181106,2018,WV,2018_WV,126,2018-11-06,2018-10-07,30,93,39,39,26,13,True,2016-11-17,2018-09-26,9.638461538461538,9.7,133.07692307692307,97.0,5,0,0
2018_WV_126_20181106_D014,2018_WV_126_20181106,2018,WV,2018_WV,126,2018-11-06,2018-10-23,14,93,39,39,32,7,True,2016-11-17,2018-10-19,8.55,8.0,122.5625,113.0,8,0,0
2018_WV_126_20181106_D007,2018_WV_126_20181106,2018,WV,2018_WV,126,2018-11-06,2018-10-30,7,93,39,39,33,6,True,2016-11-17,2018-10-30,8.442424242424243,8.0,125.63636363636364,120.0,8,0,0
2018_WV_126_20181106_D000,2018_WV_126_20181106,2018,WV,2018_WV,126,2018-11-06,2018-11-06,0,93,39,39,34,5,True,2016-11-17,2018-10-31,8.36470588235294,8.0,128.91176470588235,127.0,8,0,0
2018_WY_128_20181106_D120,2018_WY_128_20181106,2018,WY,2018_WY,128,2018-11-06,2018-07-09,120,3,1,1,0,1,False,,,,,,,0,0,0
2018_WY_128_20181106_D090,2018_WY_128_20181106,2018,WY,2018_WY,128,2018-11-06,2018-08-08,90,3,1,1,0,1,False,,,,,,,0,0,0
2018_WY_128_20181106_D060,2018_WY_128_20181106,2018,WY,2018_WY,128,2018-11-06,2018-09-07,60,3,1,1,0,1,False,,,,,,,0,0,0
2018_WY_128_20181106_D030,2018_WY_128_20181106,2018,WY,2018_WY,128,2018-11-06,2018-10-07,30,3,1,1,0,1,False,,,,,,,0,0,0
2018_WY_128_20181106_D014,2018_WY_128_20181106,2018,WY,2018_WY,128,2018-11-06,2018-10-23,14,3,1,1,0,1,False,,,,,,,0,0,0
2018_WY_128_20181106_D007,2018_WY_128_20181106,2018,WY,2018_WY,128,2018-11-06,2018-10-30,7,3,1,1,0,1,False,,,,,,,0,0,0
2018_WY_128_20181106_D000,2018_WY_128_20181106,2018,WY,2018_WY,128,2018-11-06,2018-11-06,0,3,1,1,1,0,True,2018-11-04,2018-11-04,-29.0,-29.0,2.0,2.0,0,0,0
2020_AK_6265_20201103_D120,2020_AK_6265_20201103,2020,AK,2020_AK,6265,2020-11-03,2020-07-06,120,29,13,13,0,13,False,,,,,,,0,0,0
2020_AK_6265_20201103_D090,2020_AK_6265_20201103,2020,AK,2020_AK,6265,2020-11-03,2020-08-05,90,29,13,13,2,11,True,2020-07-07,2020-07-08,-9.0,-9.0,28.5,28.5,0,0,0
2020_AK_6265_20201103_D060,2020_AK_6265_20201103,2020,AK,2020_AK,6265,2020-11-03,2020-09-04,60,29,13,13,2,11,True,2020-07-07,2020-07-08,-9.0,-9.0,58.5,58.5,0,0,0
2020_AK_6265_20201103_D030,2020_AK_6265_20201103,2020,AK,2020_AK,6265,2020-11-03,2020-10-04,30,29,13,13,5,8,True,2020-07-07,2020-10-04,-4.4,-4.0,37.6,11.0,1,0,0
2020_AK_6265_20201103_D014,2020_AK_6265_20201103,2020,AK,2020_AK,6265,2020-11-03,2020-10-20,14,29,13,13,10,3,True,2020-07-07,2020-10-20,-3.5,-3.0,29.6,15.0,2,0,0
2020_AK_6265_20201103_D007,2020_AK_6265_20201103,2020,AK,2020_AK,6265,2020-11-03,2020-10-27,7,29,13,13,10,3,True,2020-07-07,2020-10-20,-3.5,-3.0,36.6,22.0,2,0,0
2020_AK_6265_20201103_D000,2020_AK_6265_20201103,2020,AK,2020_AK,6265,2020-11-03,2020-11-03,0,29,13,13,11,2,True,2020-07-07,2020-10-28,-3.4545454545454546,-3.0,40.18181818181818,28.0,2,0,0
2020_AL_6266_20201103_D120,2020_AL_6266_20201103,2020,AL,2020_AL,6266,2020-11-03,2020-07-06,120,52,25,25,4,21,True,2019-12-18,2020-07-02,-7.0,-7.5,101.25,100.0,1,0,0
2020_AL_6266_20201103_D090,2020_AL_6266_20201103,2020,AL,2020_AL,6266,2020-11-03,2020-08-05,90,52,25,25,6,19,True,2019-12-18,2020-08-02,-8.9,-8.2,92.5,56.5,1,0,1
2020_AL_6266_20201103_D060,2020_AL_6266_20201103,2020,AL,2020_AL,6266,2020-11-03,2020-09-04,60,52,25,25,6,19,True,2019-12-18,2020-08-02,-8.9,-8.2,122.5,86.5,1,0,1
2020_AL_6266_20201103_D030,2020_AL_6266_20201103,2020,AL,2020_AL,6266,2020-11-03,2020-10-04,30,52,25,25,8,17,True,2019-12-18,2020-10-03,-10.4125,-9.2,116.25,90.5,1,0,2
2020_AL_6266_20201103_D014,2020_AL_6266_20201103,2020,AL,2020_AL,6266,2020-11-03,2020-10-20,14,52,25,25,10,15,True,2019-12-18,2020-10-14,-9.73,-9.2,107.0,91.0,3,0,2
